cluster_id,t,q25,q50,q75,Type
1,15,0.9847378148273989,4.88748100399971,31.647912406108595,Weekday
1,16,1.1708315152562025,5.455800817771391,34.634587432398945,Weekday
1,17,1.4918027913028544,6.426559096032923,32.3901561471549,Weekday
1,18,1.8066376881165935,7.277352059429342,33.388399113308296,Weekday
1,19,2.0575966662303973,8.343019390648061,37.27349114358764,Weekday
1,20,2.184460684657097,8.862401404164054,38.58498711748557,Weekday
1,21,2.267085246064446,8.959475631063636,35.79242957722057,Weekday
1,22,2.2288299040360884,8.469920101490889,33.648272867004074,Weekday
1,23,2.025525775822726,7.831301708113063,30.749931371347472,Weekday
1,0,1.8817489594221115,8.173532386620838,32.80831294134259,Weekend/holiday
1,1,1.5028203576803207,6.616225868463516,25.599784068763256,Weekend/holiday
1,2,1.1225648075342178,5.134554013609886,19.483820997178555,Weekend/holiday
1,3,0.7821139059960842,4.014987800270319,15.070402950048445,Weekend/holiday
1,4,0.6519503518939018,3.2230810672044754,12.34145184699446,Weekend/holiday
1,5,0.41361492872238154,2.6185511127114296,11.254238136112692,Weekend/holiday
1,6,0.337212435901165,2.28636234998703,12.800638616085052,Weekend/holiday
1,7,0.322104062885046,2.3338402956724167,14.659735891968012,Weekend/holiday
1,8,0.42325812578201294,2.796986438333988,18.69777088612318,Weekend/holiday
1,9,0.6508570685982704,3.431508891284466,24.208507530391216,Weekend/holiday
1,10,0.7617310732603073,4.199823327362537,28.54495588690043,Weekend/holiday
1,11,0.9897921793162823,5.149119056761265,33.70147164165974,Weekend/holiday
1,12,1.1941891834139824,5.7551673874258995,36.1944375783205,Weekend/holiday
1,13,1.3314737379550934,5.99512292444706,36.08318883925676,Weekend/holiday
1,14,1.357382781803608,6.039798773825169,35.847788881510496,Weekend/holiday
1,15,1.4200224680826068,6.213161885738373,40.84765148162842,Weekend/holiday
1,16,1.5606548357754946,6.895077382524808,44.3655560426414,Weekend/holiday
1,17,1.9416781067848206,8.025623317807913,42.67517825961113,Weekend/holiday
1,18,2.1702126935124393,8.760507598519325,41.14691459853202,Weekend/holiday
1,19,2.2694329991936684,9.181618854403496,43.030558820813894,Weekend/holiday
1,20,2.4593390040099625,9.633978147059679,42.483994111418724,Weekend/holiday
1,21,2.5314870476722717,9.877072259783745,40.83827979490161,Weekend/holiday
1,22,2.415358819067478,9.794266313314438,40.2475323267281,Weekend/holiday
1,23,2.1737820506095886,8.922256351448596,36.69349651038647,Weekend/holiday
2,0,0.0,0.5618238665840842,2.675102301619269,Weekday
2,1,0.0,0.4339275685223666,2.123186880891973,Weekday
2,2,0.0,0.2962985147129405,1.6887944774194197,Weekday
2,3,0.0,0.2429185672239824,1.2977383136749268,Weekday
2,4,0.0,0.1442234082655473,1.026566852222789,Weekday
2,5,0.0,0.1189959807829423,0.9177434119311246,Weekday
2,6,0.0,0.128325343132019,1.1062320254065774,Weekday
2,7,0.0,0.2841718847101385,2.042238408868963,Weekday
2,8,0.0,0.6852028911763971,3.463694114576686,Weekday
2,9,0.1163870312950827,0.9976722327145664,4.440534938465465,Weekday
2,10,0.1912180076945911,1.173697666688399,4.591273584149101,Weekday
2,11,0.2583003694360906,1.3285565376281738,4.904508634047075,Weekday
2,12,0.2751115668903697,1.3758629777214744,5.017804833975705,Weekday
2,13,0.267357436093417,1.2752665714784102,4.570132732391357,Weekday
2,14,0.2460684397003867,1.086214087226174,4.000813245773315,Weekday
2,15,0.2174325856295499,0.9840778654271906,3.758357134732333,Weekday
2,16,0.1782182455062866,0.9244468699802052,3.7144466746937135,Weekday
2,17,0.1399763605811379,0.8738190911032937,3.768904599276456,Weekday
2,18,0.1188288710334084,0.8218164118853483,3.630781065333973,Weekday
2,19,0.1064649820327758,0.8219695741480048,3.6266226335005327,Weekday
2,20,0.0901602344079451,0.7615543712269176,3.40045871517875,Weekday
2,21,0.0656280680136247,0.7164814905686812,3.1486675685102288,Weekday
2,22,0.0363409627567638,0.678198901089755,3.0658971829847856,Weekday
2,23,0.0,0.6236365925181996,2.911463688720356,Weekday
2,0,0.0,0.3817809522151947,2.8389563485980034,Weekend/holiday
2,1,0.0,0.2923370897769928,2.1066560447216034,Weekend/holiday
2,2,0.0,0.1614990234375,1.565582096576691,Weekend/holiday
2,3,0.0,0.0,1.3100402057170868,Weekend/holiday
2,4,0.0,0.0,1.0186553597450256,Weekend/holiday
2,5,0.0,0.0,0.8120400905609131,Weekend/holiday
2,6,0.0,0.0,0.8097699880599976,Weekend/holiday
2,7,0.0,0.0,1.1773702800273895,Weekend/holiday
2,8,0.0,0.2582075595855713,1.9663640558719635,Weekend/holiday
2,9,0.0,0.3798645138740539,2.708235323429108,Weekend/holiday
2,10,0.0,0.6131072640419006,3.03248530626297,Weekend/holiday
2,11,0.0,0.7260152697563171,3.625474065542221,Weekend/holiday
2,12,0.0,0.7384904623031616,3.855564594268799,Weekend/holiday
2,13,0.0,0.7334983348846436,3.731847107410431,Weekend/holiday
2,14,0.0,0.695827066898346,3.431816056370735,Weekend/holiday
2,15,0.0,0.6884377002716064,3.6004721323649087,Weekend/holiday
2,16,0.0,0.6717000007629395,3.7642393112182617,Weekend/holiday
2,17,0.0,0.6550241112709045,3.694309592247009,Weekend/holiday
2,18,0.0,0.5984376966953278,3.466231971979141,Weekend/holiday
2,19,0.0,0.5468108057975769,3.250246286392212,Weekend/holiday
2,20,0.0,0.5521688759326935,3.1169585585594177,Weekend/holiday
2,21,0.0,0.5351962745189667,3.1032247841358185,Weekend/holiday
2,22,0.0,0.4632359743118286,2.991527140140533,Weekend/holiday
2,23,0.0,0.3923892825841903,2.923524916172028,Weekend/holiday
