,Private car_workday_driving,Private car_workday_charging,Private car_workday_parked,Private car_weekend & holiday_driving,Private car_weekend & holiday_charging,Private car_weekend & holiday_parked,Taxi_workday_driving,Taxi_workday_charging,Taxi_workday_parked,Taxi_weekend & holiday_driving,Taxi_weekend & holiday_charging,Taxi_weekend & holiday_parked,Official car_workday_driving,Official car_workday_charging,Official car_workday_parked,Official car_weekend & holiday_driving,Official car_weekend & holiday_charging,Official car_weekend & holiday_parked,Rental car_workday_driving,Rental car_workday_charging,Rental car_workday_parked,Rental car_weekend & holiday_driving,Rental car_weekend & holiday_charging,Rental car_weekend & holiday_parked,Bus_workday_driving,Bus_workday_charging,Bus_workday_parked,Bus_weekend & holiday_driving,Bus_weekend & holiday_charging,Bus_weekend & holiday_parked,SPV_workday_driving,SPV_workday_charging,SPV_workday_parked,SPV_weekend & holiday_driving,SPV_weekend & holiday_charging,SPV_weekend & holiday_parked
10,0.07014793375140697,0.10646259995029894,0.8233894662982941,0.08662465830519377,0.12434173500562791,0.7890336066891783,0.055610452349582784,0.2554347826086957,0.6889547650417216,0.07253925120772947,0.2810235507246377,0.6464371980676329,0.09103692006917814,0.1243627340401534,0.7846003458906684,0.1206368899917287,0.1532464846980976,0.7261166253101736,0.18401790928557524,0.11588475764064628,0.7000973330737784,0.24801927194860815,0.15487152034261242,0.5971092077087794,0.03891120507399577,0.056448202959830864,0.9046405919661733,0.03731104651162791,0.06704941860465116,0.895639534883721,0.11428638963740369,0.06507351203139035,0.820640098331206,0.14069812792511702,0.07576053042121685,0.7835413416536661
11,0.0695942785306027,0.10085295794413017,0.8295527635252671,0.08557947419199229,0.11813092940987296,0.7962895963981348,0.0514382960035134,0.24267127799736496,0.7058904259991217,0.06868961352657005,0.26834239130434784,0.6629679951690821,0.08693886758402887,0.11795623731107602,0.795104895104895,0.1161910669975186,0.14712572373862695,0.7366832092638544,0.1799299201868795,0.10951917461553436,0.7105509051975861,0.24443254817987153,0.1457173447537473,0.6098501070663811,0.03980972515856237,0.0527906976744186,0.907399577167019,0.038488372093023256,0.06194767441860465,0.8995639534883721,0.11545643643927575,0.060594241951496236,0.8239493216092281,0.14238819552782112,0.07017030681227249,0.7874414976599063
12,0.06919593913081612,0.0953474689002909,0.835456591968893,0.0850116578228011,0.11199549766843545,0.8029928445087635,0.04885814668423364,0.22971563460693897,0.7214262187088274,0.06340579710144928,0.2552083333333333,0.6813858695652175,0.08407399052560344,0.11206857658470562,0.803857432889691,0.1131306865177833,0.14034325889164598,0.7465260545905708,0.17617286353903056,0.10383492310687172,0.7199922133540977,0.24057815845824412,0.13667023554603855,0.6227516059957173,0.03971987315010571,0.04903276955602537,0.911247357293869,0.03863372093023256,0.057659883720930234,0.9037063953488372,0.1181274523708221,0.05656408074504798,0.82530846688413,0.14492329693187728,0.0657826313052522,0.7892940717628705
13,0.06886338054934292,0.08987852475551464,0.8412580946951425,0.08463981347483518,0.1062871844347966,0.8090730020903683,0.047677865612648224,0.21536012296881862,0.7369620114185331,0.060084541062801936,0.24358393719806765,0.6963315217391304,0.08226934355966614,0.10657192270095496,0.8111587337393789,0.110752688172043,0.13444995864350703,0.75479735318445,0.17424566867821686,0.09830640451625462,0.7274479268055285,0.23576017130620985,0.12981798715203427,0.6344218415417558,0.03980972515856237,0.04469873150105708,0.9154915433403805,0.038357558139534884,0.05210755813953488,0.9095348837209302,0.12338675365196426,0.052510282229471,0.8241029641185648,0.15239859594383776,0.060777431097243886,0.7868239729589184
14,0.06865507462468388,0.08473665745735211,0.846608267917964,0.08409209680012864,0.10086529184756392,0.8150426113523075,0.047458278436539304,0.20199275362318841,0.7505489679402723,0.057593599033816424,0.23203502415458938,0.7103713768115941,0.08050981276787729,0.10042108429205203,0.8190691029400707,0.10893300248138958,0.12853598014888337,0.7625310173697271,0.17200700798131205,0.09343975082733114,0.7345532411913568,0.23228051391862956,0.12339400428265525,0.6443254817987152,0.041728329809725156,0.041479915433403805,0.916791754756871,0.04030523255813954,0.04789244186046512,0.9118023255813953,0.13219165130241575,0.0483619344773791,0.8194464142202051,0.15987389495579823,0.055739729589183565,0.7843863754550182
15,0.06870441023841892,0.0797135610811443,0.8515820286804368,0.08383080077182826,0.09527757678083293,0.8208916224473388,0.04833662714097497,0.18813131313131315,0.7635320597277119,0.05646135265700483,0.2197312801932367,0.7238073671497585,0.0799383412286638,0.09472892698699151,0.8253327317843446,0.10723738626964434,0.12264267990074441,0.7701199338296113,0.171500875997664,0.0880085653104925,0.7404905586918435,0.22981798715203425,0.11771948608137045,0.6524625267665953,0.04239429175475687,0.038387949260042284,0.9192177589852009,0.040319767441860464,0.04395348837209302,0.9157267441860465,0.14386848201200778,0.0452063537086938,0.8109251642792985,0.1752470098803952,0.052034581383255334,0.7727184087363494
16,0.06895657004195355,0.0748165446067038,0.8562268853513426,0.0841222463418556,0.09007678083293134,0.825800972825213,0.05130105401844532,0.17687747035573123,0.7718214756258235,0.05698973429951691,0.20848429951690822,0.7345259661835748,0.07972779908263779,0.08976614783066396,0.8305060530866982,0.10643093465674111,0.11751447477253929,0.7760545905707196,0.17128674323535137,0.0834923106871715,0.7452209460774772,0.22682012847965738,0.11343683083511777,0.6597430406852248,0.04471458773784355,0.03606236786469345,0.919223044397463,0.04215116279069767,0.04074127906976744,0.9171075581395349,0.154741644211223,0.04232260199498889,0.802935753793788,0.1893200728029121,0.047679407176287054,0.7630005200208009
17,0.06947185311874168,0.07032152202195617,0.8602066248593021,0.08420264511979418,0.08516240553143592,0.8306349493487699,0.055308519982433024,0.16466293368467283,0.7800285463328942,0.058121980676328504,0.196256038647343,0.7456219806763286,0.0800511316640349,0.0845101135423716,0.8354387547935935,0.10614143920595534,0.11238626964433417,0.7814722911497105,0.17146194276815263,0.0795989877360327,0.7489390694958147,0.22607066381156318,0.10845824411134904,0.6654710920770878,0.04751585623678647,0.03364693446088795,0.9188372093023256,0.04441860465116279,0.037645348837209304,0.917936046511628,0.1599891268378008,0.039757953954521814,0.8002529192076773,0.19660036401456057,0.04498179927197088,0.7584178367134685
18,0.07021371456972036,0.06622849332690144,0.8635577921033782,0.08468503778742563,0.08022793053545586,0.8350870316771185,0.06126482213438735,0.1534365393061045,0.7852986385595081,0.06189613526570048,0.18734903381642512,0.7507548309178744,0.08154748477329123,0.08061508384089029,0.8378374313858185,0.10721670802315963,0.10732009925558313,0.7854631927212572,0.1731750048666537,0.07533579910453572,0.7514891960288106,0.2266595289079229,0.10433618843683083,0.6690042826552463,0.05185517970401691,0.03197145877378435,0.9161733615221987,0.04867732558139535,0.0354796511627907,0.9158430232558139,0.1706377346002931,0.038221528861154444,0.7911407365385524,0.20557072282891314,0.04277171086843474,0.7516575663026521
19,0.0715238492011285,0.06224875381894195,0.8662273969799296,0.08530812831644959,0.0756803746583052,0.8390114970252451,0.07114624505928853,0.14396684233640755,0.7848869126043039,0.06710446859903382,0.17964975845410627,0.7532457729468599,0.08419430032333258,0.07640424092036996,0.8394014587562975,0.10727874276261373,0.10252274607113317,0.7901985111662531,0.1747712672766206,0.07171500875997665,0.7535137239634028,0.2263918629550321,0.09855460385438972,0.6750535331905781,0.06410676532769556,0.030290697674418606,0.9056025369978858,0.06116279069767442,0.033473837209302325,0.9053633720930233,0.19388502812839786,0.03696875147733182,0.7691462203942703,0.23368434737389496,0.042706708268330736,0.7236089443577742
