feature,mean_abs_shap
charging_load_kw,1.6568893
load_share,1.2468848
hour_sin,1.1524963
is_workday,0.84214723
hour_cos,0.76555455
minute_of_day,0.7653422
vehicle_count,0.48741484
hour_of_day,0.21399787
is_daytime,0.1984206
battery_median_kwh,0.112382755
vehicle_type_encoded,0.09206812
energy_ratio_median,0.07337366
is_night,0.0655292
daily_charging_freq,0.063076586
is_service_vehicle,0.047423083
is_peak_evening,0.031094007
is_peak_morning,0.0063776886
ecr_month_mean,0.0
